batch,vendor_lot,pn,condition,owner,location,bin,qty_available,qty_reserved,qty_in_transfer,qty_pending_ri,us_code,qty_us,qty_in_repair,sn,loan_category,installed_ac,shelf_life_expiration,tool_life_expiration,nha_pn,kit_no,qty_in_rental,pending,sos_date,sos_hour,sos_minute,goods_rcvd_batch,installed_position,handling_notes,hazardous_material,hazardous_material_no,pn_description,chapter,section,paragraph,inventory_type,static_sensitive_part,category,rvsm_flag,rvsm_code,physical_count_date,physical_count_by,stock_uom,gl_company,notes,additional_information,health_safety,class_division,hazardous_substance,hazardous_material,hazardous_material_no,class_division,health_safety,additional_information,hazardous_substance,hazardous_overide,vendor,tool_calibration_no,missing,qty_missing
1788291,20190628639758A,NITTO-P55B-2IN,UNS,,VKO,A1E5,2,0,0,0,,0,0,,,,,,,,0,,,,,1785214,,,N,,"TAPE, CARPET, FLAME RETARDANT",,,,MAINTENANCE,,CONS,,,,,RL,ALL,,,,,,N,,,N,,N,,OEM,,,0
1788307,001123795,1549704-2,NEW,AIRBRIDGE,SVO,I1B1,2,0,0,0,,0,0,,CONSIGNED,,,,,,0,,,,,1788307,,,N,,CAP,24,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1788311,07-01-144,252U3211-4,NEW,AIRBRIDGE,SVO,K4L2,2,0,0,0,,0,0,,CONSIGNED,,,,,,0,,,,,1788311,,,N,,BUSHING,27,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1788314,222158,NAS1080MK08,NEW,,SVO,K4L2,2,0,0,0,,0,0,,,,,,,,0,,,,,1788314,,,N,,COLLAR,0,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1788424,7365463871,491B1220008-029,NEW,,SVO,I3D1,2,0,0,0,,0,0,,,,,,,,0,,,,,1788424,,,N,,HINGE-ASSY,54,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1788428,7365076401,MS16562-33,NEW,,SVO,I3D1,2,0,0,0,,0,0,,,,,,,,0,,,,,1788428,,,N,,PIN,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1788512,J73178,65-90305-66AM,NEW,,SVO,F2B2,2,0,0,0,,0,0,,,,,,,,0,,,,,1788512,,,N,,FILTER KIT,29,15,61,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,BOEING,,,0
1788513,J73178,9378M27P01WE,NEW,,SVO,K2L1,2,0,0,0,,0,0,,,,,,,,0,,,,,1788513,,,N,,GASKET-SEAL,73,21,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1788563,8003296005,P614747,NEW,,SVO,J3A3,2,0,0,0,,0,0,,,,,,,,0,,,,,1788563,,,N,,FILTER,21,58,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1788598,012341,VA-RCB-3315-1,NEW,,SVO,K6J1,2,0,0,0,,0,0,,,,,,,,0,,,,,1788598,,,N,,SEAL,53,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1788725,21068,3M-60-6MM,NEW,,SVO,J1B1,2,0,0,0,,0,0,,,,3/9/2026 00:00:00,,,,0,,,,,1788725,,,N,,"TAPE, PTDE FILM",,,,MAINTENANCE,,CONS,,,,,EA,ALL,,,,,,N,,,,,,N,07WQ0,,,0
1788769,7365565611,9559M20G01,NEW,,SVO,I1B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1788769,,,N,,RING ASSEMBLY - SEAL,73,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,0017,,,0
1788894,E18/01849,450233-1,NEW,,SVO,J3D2,2,0,0,0,,0,0,,,,,,,,0,,,,,1788894,,,N,,"ADAPTER, SEATTRACK",25,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1788953,NACV76,J1438P148,NEW,,SVO,K2K3,2,0,0,0,,0,0,,,,,,,,0,,,,,1674546,,,N,,"PACKING, PREFORMED",79,31,1,MAINTENANCE,,EXP,,,,,EA,,,,,,,N,,,,,,N,GE AVIO,,,0
1789008,200208,ZL-27A-400ML,NEW,,SVO,DG1B12,2,0,0,0,,0,0,,,,2/19/2023 00:00:00,,,,0,,,,,1789008,,,N,,"PENETRANT, FLUORESCENT LEVEL 3, AEROSOL",,,,MAINTENANCE,,CONS,,,,,CAN,ALL,,,,,N,N,,,,,N,N,MAGNAFLUX,,,0
1789144,N/A,MS20995CY20,NEW,,SVO,I1B3,2,0,0,0,,0,0,,,,,,,,0,,,,,1789144,,,N,,"LOCKWIRE, COPPER 0.020IN (0.508 MM) OD",,,,MAINTENANCE,,CONS,,,,,RL,ALL,,,,,,N,,,,,,N,OEM,,,0
1789300,FTP4075369,JA3114M89-003,NEW,,SVO_TRS,E3D8,2,0,0,0,,0,0,,,,,,,,0,,,,,1789300,,,N,,OFFSET BRACKET SPD UPPER,,,,MAINTENANCE,,CONS,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1789319,18-149,NAS1221-08E5,NEW,,SVO_TRS,F3D4,2,0,0,0,,0,0,,,,,,,,0,,,,,1789319,,,N,,BOLT,78,31,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789327,709189,NAS1221-08E6,NEW,,SVO_TRS,F3D4,2,0,0,0,,0,0,,,,,,,,0,,,,,1789327,,,N,,BOLT,78,30,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789464,7365500393,491B0700051-608,NEW,,SVO_TRS,D2B2,2,0,0,0,,0,0,,,,,,,,0,,,,,1789464,,,N,,FASTENER THREADED DOUBLE-FLUSH,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789514,7364104529,491B1320005-005,NEW,,SVO_TRS,E2C5,2,0,0,0,,0,0,,,,,,,,0,,,,,1789514,,,N,,FILLER,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789525,DUMMYBN_CONS0103,MS20995NC20,NEW,,VKO,A1D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1677335,C,,N,,"LOCKWIRE, MONEL, 0.020""OD (821FT/1LB)",,,,MAINTENANCE,,CONS,,,6/26/2019 08:52:58,,RL,ALL,,,,,,N,,,,,,N,3HPT0,,,0
1789782,403694560,224-1320-21,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1789782,,,N,,PLATE,71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789789,403694596,224-2304-13,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1789789,,,N,,"PLATE,WEAR",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789828,7364460685,D52B4300-14,NEW,,SVO_TRS,E3D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1789828,,,N,,SUPPORT,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1789829,7365455382,491B1313063-001,NEW,,SVO_TRS,E3D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1789829,,,N,,STRIP-SEAL BACKUP,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789830,7365591581,491C1361004-007,NEW,,SVO_TRS,E3D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1789830,,,N,,BUSHING,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789870,42573,M81934-1-06A012,NEW,,SVO_TRS,F3D10,2,0,0,0,,0,0,,,,,,,,0,,,,,1787976,,,N,,"BEARING,SLEEVE",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1789885,7365554628,491B1220010-019,NEW,,SVO,I3D1,2,0,0,0,,0,0,,,,,,,,0,,,,,1789885,,,N,,HINGE-ASSY,54,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1790003,7364460685,D52B4300-14,NEW,,SVO_TRS,E3D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1789828,,,N,,SUPPORT,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1790030,0080273641,MS29513-111,NEW,,VKO,A1C9,2,0,0,0,,0,0,,,,12/1/2031 00:00:00,,,,0,,,,,1671907,C,,N,,PACKING,28,21,2,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,BOEING,,,0
1790042,7365392617,491B1313012-002,NEW,,SVO,K7J3,2,0,0,0,,0,0,,,,,,,,0,,,,,1790042,,,N,,RH BLOCK-FAIR LWR,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1790167,KDCV76,M83485-1-008,NEW,,SVO,K3I6,2,0,0,0,,0,0,,,,,,,,0,,,,,1681655,C,,N,,PACKING,24,11,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1790358,7364863032,1291M23P04,NEW,,SVO_TRS,E3D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1741165,,,N,,"SLEEVE, WEAR",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1790360,7365102120,1291M26P03,NEW,,SVO_TRS,E3D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1775370,,,N,,"BUSHING,FLANGED",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1790440,403788260,S700S1310-1,NEW,,SVO_TRS,E2D4,2,0,0,0,,0,0,,,,,,,,0,,,,,1790440,,,N,,"SEAL,FLEX",71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1790457,177826,HT606A-38MM,NEW,,SVO,J1B2,2,0,0,0,,0,0,,,,4/21/2023 00:00:00,,,,0,,,,,1790457,,,N,,"TAPE, SILICONE",,,,MAINTENANCE,,CONS,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1790597,,224-2301-71,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1790597,,,N,,"STRIP,WEAR ",71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792082,8003736407,BACJ40K5A5A7,NEW,,SVO,K4L1,2,0,0,0,,0,0,,,,,,,,0,,,,,1792082,,,N,,JUMPERAS,0,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1792131,DUMMYBN_EXP0463,5004CW,NEW,,VKO,A1D9,2,0,0,0,,0,0,,,,,,,,0,,,,,1675372,,,N,,"LAMP, FLUOR",33,11,0,MAINTENANCE,,EXP,,,6/24/2019 11:57:12,,EA,ALL,,,,,,,,,,,,,OEM,,,0
1792171,403793629,224-2335-81,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1792171,,,N,,SEAL,71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792177,403793627,224-1340-19,NEW,,SVO,K1I5,2,0,0,0,,0,0,,,,,,,,0,,,,,1792177,,,N,,WELD ASSY,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,COLLINS AE,,,0
1792181,403793636,224-2310-21,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1792181,,,N,,TEE,71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792185,403793626,224-1310-3,NEW,,SVO,I3B1,2,0,0,0,,0,0,,,,,,,,0,,,,,1792185,,,N,,LONGERON,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792188,N/A,224-1310-23,NEW,,SVO_TRS,E3D3,2,0,0,0,,0,0,,,,,,,,0,,,,,1790159,,,N,,SHIM,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792189,N/A,224-1310-25,NEW,,SVO_TRS,E3D3,2,0,0,0,,0,0,,,,,,,,0,,,,,1790161,,,N,,SHIM,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792208,155802,D52B4300-22,NEW,,SVO_TRS,E2D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1792208,,,N,,RETAINER-SEAL,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792210,N/A,D52B1304-11,NEW,,SVO_TRS,E2D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1792210,,,N,,RETAINER - HNG PIN,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1792224,7365515548,491B1320001-039,NEW,,SVO_TRS,E2C4,2,0,0,0,,0,0,,,,,,,,0,,,,,1792224,,,N,,AFT CASCADE SUPPORT RING,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792243,,QCHS250-10,NEW,,SVO,TL3C1,2,0,0,0,,0,0,,,,,,,,0,,,,,1792243,,,N,,"SOCKET, INSTALLATION 1/4",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792312,B/24/3/21,KILFROST-WWF-MOD3,NEW,,SVO,DG4C6,2,0,0,0,,0,0,,,,3/24/2023 00:00:00,,,,0,,,,,1792312,,,N,,"FLUID, DEICING",0,0,0,MAINTENANCE,,CONS,,,,,CAN,ALL,,,N,,N,,,,,,,,K0522,,,0
1792395,1001688598,450115-3,NEW,,SVO,J3D2,2,0,0,0,,0,0,,,,,,,,0,,,,,1792395,,,N,,"WALL, SIDE",25,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792419,30154273,00316-019-000,NEW,,SVO,TL1C5,2,0,0,0,,0,0,,,,,,,,0,,,,,1792419,,,N,,TURCON-GLYD RING,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792546,1101,MS-122SE-12OZ,NEW,,SVO,DG4A2,2,0,0,0,,0,0,,,,9/30/2022 00:00:00,,,,0,,,,,1792546,,,N,,"COATING, MOLD RELEASE AGENT, AEROSOL",,,,MAINTENANCE,,CONS,,,,,CAN,ALL,,,,,,N,,,N,,N,,18598,,,0
1792617,,MS24665-134,NEW,,VKO,BLACK_7,2,0,0,0,,0,0,,,,,,,,0,,,,,1776749,,,N,,"PIN, COTTER ",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,UPLOAD,,,0
1792720,2428974,1326-8015,NEW,,SVO,I2D2,2,0,0,0,,0,0,,,,,,,,0,,,,,1792720,,,N,,FILTER - FUEL ELEMENT,73,11,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1792867,EN15,ABW-744FEXT-EN15,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792867,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792868,EN35,ABW-744FEXT-EN35,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792868,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792869,EN14,ABW-744FEXT-EN14,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792869,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792871,EN11,ABW-744FEXT-EN11,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792871,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792873,EN12,ABW-744FEXT-EN12,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792873,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792877,EN13,ABW-744FEXT-EN13,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792877,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792878,EN16,ABW-744FEXT-EN16,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792878,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792879,EN09,ABW-744FEXT-EN09,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792879,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792882,EN10,ABW-744FEXT-EN10,NEW,,SVO,K6A1,2,0,0,0,,0,0,,,,10/22/2023 00:00:00,,,,0,,,,,1792882,,,N,,PLACARD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1792997,DUMMYBN_EXP0829,BACB30VF4K10,NEW,,SVO,I2C3,2,0,0,0,,0,0,,,,,,,,0,,,,,1676552,,,N,,BOLT,57,52,0,MAINTENANCE,,EXP,,,,,EA,,,,,,,N,,,,,,N,OEM,,,0
1793018,134576,H65-90305-86,NEW,,VKO,A1B6,2,0,0,0,,0,0,,,,,,,,0,,,,,1780933,,,N,,"FILTER KIT, OIL CFM56-3",79,21,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,BOEING,,,0
1793040,2106110T20,3M-850-2IN,NEW,,SVO,J1B2,2,0,0,0,,0,0,,,,12/7/2022 00:00:00,,,,0,,,,,1793040,,,N,,"TAPE,72YD ROLL",,,,MAINTENANCE,,CONS,,,,,RL,ALL,,,,,,N,,,N,,N,,07WQ0,,,0
1793092,1001575417,R80101T12,NEW,,SVO,I1B2,2,0,0,0,,0,0,,,,,,,,0,,,,,1793092,,,N,,"RINGLOCK, STRAIGHT UNION",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,UPLOAD,,,0
1793283,7365662655,102A337P02,NEW,,SVO,I3C1,2,0,0,0,,0,0,,,,,,,,0,,,,,1793283,,,N,,"PLATE, IDENTIFICATION",72,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,1B6R3,,,0
1793467,DUMMYBN_EXP0978,BACT12AC2,NEW,,VKO,A1C8,2,0,0,0,,0,0,,,,,,,,0,,,,,1675504,,,N,,"CONNECTOR, TERMINAL",24,50,0,MAINTENANCE,,EXP,,,,,EA,,,,,,,,,,,,,,UPLOAD,,,0
1793488,1220666,BRAYCOTE3214-14OZ,NEW,,VKO,DG3A,2,0,0,0,,0,0,,,,6/21/2025 00:00:00,,,,0,,,,,1790568,,2943455,N,,"GREASE, MULTI-PURPOSE, HIGH-TEMPERATURE",,,,MAINTENANCE,,CONS,,,,,CAN,ALL,,,,,,N,,,,,,N,OEM,,,0
1793498,,J221P028,NEW,,VKO,A1B7,2,0,0,0,,0,0,,,,,,,,0,,,,,1681010,,,N,,"PACKING, PREFORMED",79,21,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793499,7364995289,J221P153,NEW,,VKO,A1B11,2,0,0,0,,0,0,,,,,,,,0,,,,,1776670,,,N,,PACKING,72,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,UPLOAD,,,0
1793532,J53806,65-90305-87AM,NEW,,VKO,A1B8,2,0,0,0,,0,0,,,,,,,,0,,,,,1784812,,,N,,"FILTER KIT, CSD INTEGRAL OIL",24,11,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,BOEING,,,0
1793562,N\A,BACS38K3,NEW,,SVO,I1C2,2,0,0,0,,0,0,,,,,,,,0,,,,,1781718,,,N,,STRAP,21,22,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1793570,H053L1K007/H053L2P04,DC4-100ML,NEW,,SVO,DG3B5,2,0,0,0,,0,0,,,,12/25/2025 00:00:00,,,,0,,,,,1793402,,,N,,"SEALANT, ELECTRICAL INSULATING",,,,MAINTENANCE,,CONS,,,,,TU,ALL,,,,,,N,,,N,,N,,D8367,,,0
1793575,,MS9490-20,NEW,,SVO,K2C5,2,0,0,0,,0,0,,,,,,,,0,,,,,1680636,,,N,,"BOLT,HEX HD MACH",78,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793580,56355,NAS6304-4,NEW,,SVO_TRS,F3D4,2,0,0,0,,0,0,,,,,,,,0,,,,,1741337,,,N,,BOLT,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793591,8002911679,801A50-0006A,NEW,,SVO,E2B3,2,0,0,0,,0,0,,,,,,,,0,,,,,1786660,,,N,,SEAL,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793711,,881100,NEW,,SVO,TL2A3,2,0,0,0,,0,0,,,,,,,,0,,,,,1793711,,2946440,N,,AVIONIC JUMPER LEADS,,,,MAINTENANCE,,CONS,,,,,EA,ALL,,,,,,N,,,,,,N,UPLOAD,,,0
1793713,,881102,NEW,,SVO,TL2A3,2,0,0,0,,0,0,,,,,,,,0,,,,,1793713,,2946442,N,,AVIONIC JUMPER LEADS,,,,MAINTENANCE,,CONS,,,,,EA,ALL,,,,,,N,,,,,,N,UPLOAD,,,0
1793720,,905315,NEW,,SVO,TL2A3,2,0,0,0,,0,0,,,,,,,,0,,,,,1793720,,,N,,TEST LEAD CONNECTOR & JUMPER LEAD KIT,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,SILVERTRON,,,0
1793733,,F09CWBCAC,NEW,,SVO,J1A3,2,0,0,0,,0,0,,,,,,,,0,,,,,1684316,,,N,,LAMP,0,0,0,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,UPLOAD,,,0
1793756,B/24/3/21,KILFROST-WWF-MOD3,NEW,,SVO,BOX 3,2,0,0,0,,0,0,,,,3/23/2023 00:00:00,,,,0,,,,,1792312,,,N,,"FLUID, DEICING",0,0,0,MAINTENANCE,,CONS,,,,,CAN,ALL,,,N,,N,,,,,,,,K0522,,,0
1793791,139481632,MOLYKOTE-D321R-400ML,NEW,,SVO,DG4B5,2,0,0,0,,0,0,,,,9/10/2023 00:00:00,,,,0,,,,,1793791,,2946136,Y,UN 1993,"COATING, ANTI-FRICTION, SPRAY",,,,MAINTENANCE,,CONS,,,,,CAN,ALL,,,,3,,N,,,N,,N,,OEM,,,0
1793815,DUMMYBN_EXP1467,NAS1612-12A,NEW,,VKO,A1B11,2,0,0,0,,0,0,,,,,,,,0,,,,,1674550,,,N,,PACKING,27,13,0,MAINTENANCE,,EXP,,,,,EA,,,,,,,,,,,,,,UPLOAD,,,0
1793900,0080271679,AS3578-327,NEW,,SVO,J3C2,2,0,0,0,,0,0,,,,7/1/2031 00:00:00,,,,0,,,,,1680629,,,N,,PACKING,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1793901,335046,MS9489-09,NEW,,SVO_TRS,F3C8,2,0,0,0,,0,0,,,,,,,,0,,,,,1793541,,,N,,BOLT,78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793917,16455942,224-2301-7,NEW,,SVO,J2B3,2,0,0,0,,0,0,,,,,,,,0,,,,,1793917,,,N,,HAT,71,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793964,7365535833,NAS6704H2,NEW,,SVO_TRS,D2D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1793964,,,N,,"BOLT,HEX HEAD CLOSE TOL",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1793965,7365572419,D52B2300-11,NEW,,SVO_TRS,D2D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1793965,,,N,,"RETAINER,ACTR PIN, OUT",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794455,N/A,BACB30NN3K4,NEW,,VKO,A1B13,2,0,0,0,,0,0,,,,,,,,0,,,,,1676445,,,N,,BOLT,27,51,3,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794476,1607055,7049,NEW,,SVO,K1I6,2,0,0,0,,0,0,,,,,,,,0,,,,,1684359,,,N,,LAMP,25,13,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1794489,7365684939,491B0700072-607,NEW,,SVO_TRS,D2B2,2,0,0,0,,0,0,,,,,,,,0,,,,,1794489,,,N,,FASTENER THREADED FLUSH HEAD,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794494,7365439774,9017M97P02,NEW,,SVO_TRS,D2D7,2,0,0,0,,0,0,,,,,,,,0,,,,,1794494,,,N,,"CLIP,ACTUATOR",78,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794506,0612774962,491B1360003-003,NEW,,SVO_TRS,D2D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1794506,,,N,,"BUSHING,SHLDR",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794507,0712788286,491B0700027-502,NEW,,SVO_TRS,D2D6,2,0,0,0,,0,0,,,,,,,,0,,,,,1794507,,,N,,"PIN,THREADED, SHEAR HD",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794556,7364450055,491B0700027-510,NEW,,SVO_TRS,F3D5,2,0,0,0,,0,0,,,,,,,,0,,,,,1794556,,,N,,"PIN,THREADED, SHEAR HD",,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,N,,N,,OEM,,,0
1794639,1001721535,450115-7,NEW,,SVO,J3A2,2,0,0,0,,0,0,,,,,,,,0,,,,,1794639,,,N,,SIDE WALL,,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,N,,,,,,N,OEM,,,0
1794644,19ACNA009,9048156WE,NEW,,VKO,A1B9,2,0,0,0,,0,0,,,,,,,,0,,,,,1785122,,,N,,"SEAL, SILICONE",74,,,MAINTENANCE,,EXP,,,,,EA,ALL,,,,,,,,,,,,,OEM,,,0
